UserID,Item1,Item2
588,532,2197
3998,3072,3095
5624,3667,3013
2199,417,435
4524,3110,314
1415,1060,721
2085,863,2339
4400,60,1675
4365,3187,3525
331,126,614
1922,2619,3238
5012,1194,2411
5528,1379,1496
4511,1705,1384
5499,1639,741
4569,406,804
4583,2229,3101
1282,909,3408
4969,2592,83
468,3351,1693
4328,3583,3174
5238,1110,534
4807,814,750
1214,340,1611
3887,2233,1611
3545,2646,192
5015,1969,757
2050,639,1185
2585,3617,2412
1946,2499,406
3054,2346,1400
846,522,2252
5139,3496,277
800,2727,3024
1003,3582,1230
2468,1854,3229
4763,1184,2903
5674,696,3677
4223,294,3411
5442,3409,1440
1182,2370,726
1265,410,3523
4030,1213,3476
2943,2248,2799
3259,3635,3681
3287,2578,1394
162,1660,558
2717,1365,1618
1032,820,628
684,40,1950
1892,2898,457
794,2985,2403
3483,2183,1821
3844,2892,2687
2226,250,3127
5691,3158,3178
5842,1546,3010
3877,3500,3292
3506,662,623
459,2626,948
1096,1208,967
893,2102,595
4866,756,1
1300,240,3553
1083,274,2432
5790,1639,80
4047,2100,337
1173,1900,3567
5960,918,3062
2739,1318,1961
53,2993,2349
3024,2960,2263
3615,1932,1125
5706,615,1505
5164,968,2522
798,405,3030
3775,331,130
213,290,1531
2110,1036,3195
2155,1582,2214
5727,734,801
391,976,497
3221,1782,2343
5471,2570,3523
616,1643,2346
373,3623,467
3788,281,4
3641,3237,3559
130,900,2317
3053,1953,1396
463,586,2705
5571,3291,3247
2054,1019,2991
5787,3604,634
3176,3118,3663
4494,1953,886
1568,287,495
2302,3141,3118
4658,630,645
5909,1183,3439
3367,3062,868
2198,3528,1266
4553,164,176
576,1019,3662
1037,2469,2462
4696,847,782
1939,1743,2919
3933,449,2182
695,625,2194
3837,949,304
2809,1188,538
1591,1125,476
1729,1002,2379
4632,274,20
5058,3438,1075
689,975,3398
3348,85,2742
715,2993,2133
5593,1397,1713
5657,240,3418
5001,3261,1732
482,933,3282
5734,540,3415
5749,734,2242
3848,1772,3104
902,532,3306
4029,2160,3614
4937,1822,40
1281,2060,641
4471,3154,3407
901,3158,628
2496,1078,2728
4238,1612,510
1205,2214,429
1221,2281,3112
508,1784,1984
417,2330,2516
2051,3234,1223
4681,3370,788
465,339,3648
5807,423,2615
3661,2628,363
5232,202,3308
3768,1189,1391
3434,2209,641
2787,3201,3423
4817,2127,3400
25,2332,1156
2383,675,2798
5970,2903,3541
5460,126,1895
3866,1069,1220
1009,3572,3593
140,19,3687
319,3015,2624
2975,1847,127
3174,3308,299
4337,539,1653
60,1253,3046
323,320,2017
4908,782,3684
4909,2241,3217
3098,1656,698
1507,2898,1775
842,1585,3117
5926,266,713
3135,2055,1201
795,479,860
1705,334,1094
5089,1397,1488
4778,430,1
255,1631,1755
1327,2468,2336
2231,45,3668
5406,1232,2066
3417,320,2010
5298,3440,3108
2685,3112,2376
1882,615,2263
4297,337,2781
994,856,2585
1358,1831,2608
283,2602,3582
3225,1359,2013
4218,1517,3314
5559,788,1839
3889,2295,2555
4980,1712,3294
210,1563,3523
4535,3200,2407
5329,3098,3571
4034,2971,1354
779,3190,2738
5755,13,3207
530,1317,3663
1980,1071,175
5803,2507,1533
4731,1759,3053
3459,910,2781
4705,791,3082
5439,2307,532
3339,763,761
3521,3224,2478
3188,822,1441
1588,43,3141
3415,1310,2617
2374,3600,3287
4301,1237,2768
2145,313,2804
759,2269,3216
1512,2841,753
826,3430,2151
5472,2401,2131
4176,2900,405
1545,1823,3422
3207,1774,3433
2662,1852,2005
1672,575,675
4107,501,2000
5217,3601,3604
602,488,2783
4508,219,1397
3839,2966,2218
3656,1137,3491
3583,2241,2602
5007,1392,1265
5969,2980,840
2254,3583,615
2735,1010,2056
2042,1926,96
5384,1432,643
4935,2693,2585
1377,2118,2527
3256,1103,129
3822,2958,734
3163,3403,1095
5605,3480,3209
2877,1227,561
4932,1912,2718
2708,595,3373
2741,330,708
3236,2485,2218
3278,2908,1424
3585,3335,1505
3753,3061,3251
1306,1897,1036
3010,1839,3213
679,1489,1173
5251,802,2491
5995,2135,2490
741,156,2555
1740,1671,155
5324,2425,1047
3131,3604,3447
4006,3158,3678
450,3373,66
1981,1217,1962
3325,1252,2723
1392,3291,3635
1057,2263,3666
3077,3481,3005
5247,1726,3140
1670,2396,2560
286,730,1203
3518,2005,1972
4433,3511,2223
1855,291,1611
1893,1440,1443
854,1696,2947
1409,2799,1692
425,1885,1238
2149,3093,1849
3197,1227,3625
1355,710,2405
5615,1503,2334
4959,2422,315
612,2606,1715
4115,123,3118
2250,840,3522
1141,3297,1720
4859,1183,2909
3835,1006,40
5763,2432,1935
2477,1438,2678
4016,838,1464
3707,1491,1690
2660,678,186
4757,1421,1609
3410,1200,39
5097,3284,618
3724,2518,2215
236,353,2862
2277,1615,1267
5016,2211,3649
3932,1582,1095
2344,1095,2718
9,287,3154
5590,1301,2797
4443,3585,2009
2441,3432,3523
2679,1833,1423
4130,1642,3084
4391,783,3616
2941,274,833
1179,1305,1470
1352,1066,206
4468,3450,1338
1405,2743,840
2944,2971,223
5705,2336,2313
2530,1236,2455
3451,2792,2532
4248,3282,1305
5829,1011,2784
4122,950,2197
4747,129,3660
4142,1004,3155
5675,628,876
4449,3,405
3209,1271,1819
4560,2511,2684
5418,1566,57
1011,2973,368
1875,2544,2705
2631,1825,367
4158,3142,2294
4206,281,458
1095,788,1999
936,2099,169
5697,223,2860
2278,776,3551
3117,2377,638
3783,1793,3149
964,2,621
1100,1075,3488
3016,3238,491
1513,313,321
5206,1175,1442
1466,1252,1284
4323,3532,1232
226,3014,1629
3148,2862,3263
5809,2832,3263
4225,1062,3345
1652,331,2545
978,1486,354
5129,3248,1706
1659,2425,1139
2850,3647,255
2892,1385,1913
4671,2794,761
3920,522,406
2896,12,3151
2141,3593,1755
2352,2407,1174
1062,60,70
875,362,1006
5085,3380,1874
5881,1608,1094
2072,2181,74
3385,1358,1540
906,1214,39
2727,3447,3585
995,3236,3579
5039,3163,1101
1396,3667,2296
5443,2471,493
1450,2241,3201
2102,3061,301
1567,1631,3161
4459,1611,3264
518,2656,2468
3924,710,1279
3274,124,1784
4151,3308,1201
4827,868,2264
3966,3607,2254
4548,2261,3300
4013,3008,642
2764,1156,52
3014,2175,663
6012,3166,1918
2973,3184,3365
4711,1366,397
3715,318,2535
2732,3589,3423
3092,1759,1085
2087,1227,1578
177,1489,680
3836,2761,639
5922,374,1272
573,2174,425
3358,3067,3163
299,2800,1310
5469,3292,1365
1751,887,279
3940,2491,398
4372,71,2288
349,3291,708
5425,2330,649
4232,3172,2431
4431,2768,361
836,3614,1872
2643,3522,836
4327,2490,2226
4708,2599,1339
45,423,2714
440,708,2993
3751,597,3113
111,2301,3195
1272,2482,313
5099,2462,1633
1665,538,164
5041,1459,549
4851,1125,436
71,342,3094
3699,1700,1083
2125,809,3353
4742,3264,278
4172,541,3635
1785,1095,1181
5798,3224,1750
3999,2507,3388
5323,3350,2411
4896,2661,343
1949,718,3309
5940,3583,1629
3157,749,2925
1018,2440,1149
2665,2143,1586
686,705,3402
3167,1197,1710
5165,2425,1926
4596,531,882
3202,3694,1388
265,524,3532
1293,134,2862
5288,2082,517
5852,866,1132
1942,1374,1164
4001,2164,72
1542,222,1448
1082,931,112
306,3418,2912
2520,2803,545
5821,433,2096
5367,1684,823
279,643,745
4294,36,557
1504,299,668
4495,1596,708
4797,1584,267
2832,1069,639
1645,223,205
977,1502,1084
1572,3705,3490
346,750,2369
4031,1572,706
553,1656,291
5630,1525,1319
4100,1632,2524
4108,1858,124
2963,353,2211
2556,3388,3675
5376,1045,240
5702,75,2985
565,3195,1468
262,2908,2061
2614,2327,2370
1056,1513,2192
5075,682,1840
5822,2875,1268
310,1531,1071
3303,1937,368
4051,1141,538
5936,663,2855
5084,223,1556
4417,2288,146
1225,908,1419
3408,3103,817
2927,2300,1620
3481,2818,676
5397,3459,274
3972,1952,854
5354,1673,1611
1035,575,2559
5210,2855,1922
506,2540,3597
6002,2953,3402
1891,3433,829
1251,57,3697
2870,1303,1272
59,1277,1584
1574,3607,2625
3939,3421,2764
3149,1190,1840
4636,1450,285
2782,1969,980
1653,2282,3291
2792,1651,57
5451,2590,485
5905,370,2287
777,2895,332
3868,3378,1191
155,2382,65
2990,3627,349
3847,2035,3261
858,3673,2460
3318,1743,2335
2603,1397,694
46,2181,2109
5938,1032,2246
50,87,2535
2161,35,3444
4123,3398,1868
3199,201,751
5236,319,1687
1828,923,2379
3539,963,285
531,3060,260
1204,1062,1188
4543,1123,948
146,2752,388
4283,682,2261
880,2163,458
4850,641,1807
5387,1357,2335
1563,3605,1996
1536,2673,1503
1027,1880,672
5537,1553,466
2066,274,1476
4961,1399,3170
622,2106,403
223,3292,2847
3005,1681,650
2841,692,406
404,388,282
4886,218,3103
3871,138,988
3465,205,3127
742,2769,3314
3575,2796,1741
1765,1782,2134
4470,353,598
828,840,1136
974,1476,161
2531,1662,1144
3541,76,2990
990,3249,3241
917,3233,1182
2899,2338,3480
3732,1869,2208
4226,2011,2935
1346,750,2643
3690,3541,3521
400,2811,2317
1344,539,1861
4899,2176,50
4305,3289,538
369,295,2626
4488,2565,3246
1599,2738,3514
4497,380,2738
1726,1206,2909
5864,3582,2659
1683,3163,1833
876,3276,1927
4163,1743,2324
4538,241,3532
3576,349,454
1741,1134,2793
2305,1284,1755
1658,108,3586
3456,2626,2077
1546,2315,1338
4018,1739,2417
79,3687,3468
2379,2153,2135
2718,3500,279
5923,1886,1304
4901,3671,1965
2965,606,3179
5946,1957,1710
3642,2942,532
4437,3062,448
6007,2664,3170
1368,341,2005
835,643,639
5122,2261,3659
734,1076,18
293,2270,475
3177,2408,3511
2952,3003,2725
4802,1834,529
3814,1007,1024
466,1524,2414
5394,1797,149
1997,2704,3575
5330,269,1227
5965,3436,2234
699,3429,1551
687,3016,453
802,3557,2290
2299,2908,1543
4574,3223,3064
1348,2402,3166
4228,1341,2780
4903,3494,2021
1697,2718,3233
2094,3044,2524
2076,2908,2584
4269,792,1040
1020,2730,962
1092,1834,639
951,3402,3060
3219,3095,307
2540,2744,3634
2954,2416,3163
412,1175,208
4452,3533,2563
5908,3243,223
5307,2099,1336
3524,197,133
3038,406,2790
4568,2880,267
1065,1561,701
6032,3181,2248
3626,304,1550
3771,1095,264
5721,2068,1849
3462,1535,876
4546,3666,452
2597,2705,1699
5562,2990,3072
1617,3424,220
1067,1,6
1535,3671,2405
1734,706,3409
1529,94,542
5278,3158,2094
1898,236,1712
2514,1549,1236
1732,183,359
201,716,650
1156,405,3222
2799,3005,157
5098,3513,2564
3951,1338,783
1809,654,462
2431,3411,2372
376,1874,3031
5529,1693,1561
4605,3661,1617
2856,630,1730
929,3604,2698
996,1910,2496
633,2175,1916
2027,855,3592
2576,2375,2244
3235,3620,3020
543,3541,2324
1287,260,3409
1510,2456,294
2999,2877,1692
919,948,2571
5035,634,537
274,3509,839
3976,1734,3172
4359,3500,1234
5918,460,2528
3703,697,2524
962,2873,2993
5850,2704,127
2318,3211,1007
3601,1281,1170
1103,354,1112
5361,3500,3657
2165,2985,3634
614,2430,3044
2955,334,1455
3035,548,700
44,690,763
822,2563,2110
348,564,91
240,1628,2299
5868,1635,696
2908,2323,3003
4077,1265,2841
4138,2410,1601
1648,1707,1532
1919,3072,738
2926,1864,1190
2169,1153,1693
2258,210,3270
5888,2689,1990
3504,2072,2717
1675,2958,1253
1174,2675,1866
4140,3219,221
642,1360,1788
2690,3110,886
2934,14,2971
2511,732,1424
5920,3631,507
5153,2581,2936
1543,3417,1221
4523,1198,314
2948,299,721
4357,253,3614
1998,2785,3209
5867,1087,1205
2360,331,1886
4599,2926,2580
4580,1237,3666
5974,3077,815
3485,648,1908
2855,1158,8
1538,3115,2774
3056,433,1816
2289,2524,776
1289,1662,631
5042,3595,2332
2983,2167,3381
4317,224,538
2411,1498,389
5591,1858,2914
5737,298,2821
587,3305,3037
193,1272,2284
4690,320,1841
82,3137,1036
5359,3635,2784
4611,1509,240
419,749,3288
1735,2121,457
820,1253,2262
3645,3163,1146
1988,3595,632
3350,2401,292
1887,3231,3253
2453,2026,161
2773,2399,3620
4559,1830,2140
5008,2125,1729
4613,4,18
2839,1557,2913
3549,2693,1066
154,2124,3666
3780,482,3635
5362,112,842
2985,1352,3237
188,3385,1968
785,588,3618
3156,307,2944
3349,421,520
1541,995,1431
631,1095,223
119,242,1692
2958,2077,2016
1654,56,2230
641,1617,2987
2749,1164,2407
5343,13,240
86,65,868
2001,3391,476
1086,60,1955
1869,1557,96
1316,1888,2737
447,1782,1941
1845,403,788
2349,2102,64
656,2377,1492
4577,287,747
5583,3255,2867
1501,523,2805
638,1323,3523
6008,2191,2141
3511,2514,1659
2692,307,1798
3495,1289,2054
1275,1573,1476
797,3497,2062
5993,1285,768
1801,1365,336
2342,3023,3467
2536,3604,1290
1550,1239,2934
5847,601,3070
5526,2688,2878
2947,2916,2411
4646,2099,2957
3622,139,3605
277,3583,2749
4694,741,1890
4816,3509,3411
295,507,2685
5712,2106,3405
5243,695,274
4147,3060,3112
4146,1998,307
5859,1849,1075
5365,2842,2963
2311,2182,1090
377,3269,3393
5857,209,1275
5964,3526,1381
4697,1068,1910
5284,2705,2334
628,814,1375
3911,1147,1381
3797,2071,288
5518,2987,406
5875,2282,1965
4090,149,2252
3733,900,1900
149,1237,1778
736,775,467
5272,10,1066
2212,1748,842
1,2793,2100
2535,2997,45
1079,2507,3654
921,1824,1344
3736,2287,1708
4155,945,3009
4924,77,1888
2524,2580,745
2073,905,2265
2548,2013,3077
5530,240,3051
5539,2869,2924
3244,847,2400
1318,2160,3098
5746,2377,2411
1800,2491,1032
5991,1786,1129
5937,1028,3523
3604,127,3510
3366,222,1200
4617,1265,3084
3364,3180,2775
2296,1768,2150
3442,3291,220
5414,1380,2282
4409,1004,3545
2930,1344,2616
394,266,42
3371,1452,91
4665,1630,1462
3267,829,3459
3679,2824,1061
2454,2760,232
1369,359,2194
4442,3003,2844
3832,1086,2192
2235,2515,2983
2613,3016,3003
3190,1631,1787
3002,319,2915
4334,1380,442
2778,639,2988
4424,221,235
4575,2623,1253
473,841,51
3861,1555,2344
235,140,2797
5987,1647,1380
2338,2866,708
5326,1775,242
2021,2673,1424
3270,3041,261
3557,2114,3411
2430,1622,990
4653,1154,446
4842,1394,906
4310,734,61
4768,295,1254
3463,117,2871
4996,2205,762
938,960,1723
1839,2375,1391
1575,3705,363
182,2381,1441
1213,2136,3003
1488,2469,3604
1948,139,66
3285,1516,1236
1279,1657,547
2523,1648,177
4074,3145,1451
2534,3022,2408
1896,583,1522
5789,660,775
529,2432,2470
4067,3209,3308
4398,2795,3567
2157,226,1462
4415,2144,3523
569,2320,2521
5009,2687,1133
101,2993,3380
5536,532,2878
5672,292,874
5835,814,818
3612,2221,2436
4119,1706,1148
3020,864,684
6029,3184,2638
937,3137,3282
5523,570,115
1797,1399,2215
2343,655,3071
3195,2583,1251
2962,508,1686
755,2520,161
651,634,934
2501,1075,349
903,2429,2827
645,3690,3113
814,985,61
823,1068,1906
6010,3118,2483
1779,127,3296
2478,1172,2408
2130,3028,1199
1725,764,2329
2286,2797,984
4457,3420,2270
2264,752,2282
1187,642,1310
2088,410,1819
4730,2961,408
261,2234,2258
5304,3598,1087
5191,3158,3096
2484,2705,2144
984,1075,414
3611,1347,2218
3412,1977,2993
2701,688,236
3233,3136,2766
4052,1281,30
471,3373,2872
2459,1886,2013
2649,3246,1604
4744,732,1601
1245,3292,3235
4222,1136,1784
1284,1743,48
1270,3589,1662
5482,2211,2368
4154,436,2080
3630,2659,2063
4088,473,3624
1923,2163,2534
3435,65,557
1894,3007,1268
2303,28,1068
1447,3105,736
4809,1223,3664
2828,2524,750
5493,721,3125
831,2953,1249
3902,156,2433
2919,1038,2697
3802,1403,3461
2363,1086,3283
1856,1867,706
2723,124,992
4515,2756,3523
2748,2980,379
1859,202,824
2571,298,279
4117,3243,274
2898,2630,1019
5610,2895,145
752,2793,1865
1288,1803,1341
3560,1201,1287
5063,604,2355
1985,2358,3667
1551,630,1786
1126,668,3533
5082,1127,60
4586,2907,830
5992,2610,2580
5246,1012,532
5861,1611,2212
1511,541,1511
3096,3335,2534
3130,721,2491
3959,2928,50
4836,3523,3370
5179,3418,3429
888,2327,2684
1117,733,3692
5815,3534,540
4219,1015,2056
1626,1673,3687
5234,3441,3359
5151,127,2353
775,909,3704
5558,3500,2675
3977,3393,709
4325,2017,3142
3075,430,1399
1435,1931,1833
2737,1529,3163
5226,449,3061
4265,2369,782
2785,126,3529
646,2696,3297
3625,3288,3062
1986,3378,1986
872,299,1410
3720,1631,663
5854,3241,371
526,1666,458
2074,769,476
1757,1861,3297
3289,532,2655
4264,2517,1386
5700,240,1503
5044,1307,2099
5261,543,1329
3616,846,3154
3070,732,2167
756,1774,405
5047,2239,3422
217,3023,2461
2516,564,3652
55,2394,834
1042,1494,1079
4528,751,1839
4741,2587,2709
4207,3597,2840
5588,2708,952
1341,2194,2798
3665,2703,57
4465,1786,1833
4654,521,1874
117,1411,1726
34,25,3594
3806,3264,2409
3749,2794,3642
4634,1753,3371
483,597,3009
3718,1439,1869
3324,366,1373
5668,1791,3445
1280,1638,2135
4516,192,2465
1955,1239,2827
1218,2176,53
5578,257,2333
2969,2906,3102
1401,2747,2705
1239,1701,814
5627,3188,1068
3049,2888,897
5040,186,1712
435,920,2978
1552,1603,778
4152,1622,1811
4405,1942,449
2705,539,870
422,1486,645
4200,2050,1199
2204,1707,1953
344,2604,3069
753,498,1782
2065,1220,334
5874,557,870
4423,2993,2683
3769,569,1755
4639,2941,2861
148,287,959
3051,1690,3284
1692,522,60
5240,2013,2202
5521,313,3510
1498,1332,2993
5699,188,1584
1902,2771,1399
1343,2772,1105
3899,281,2220
5467,2163,2042
5547,2460,299
5417,246,1003
4974,391,3621
731,2541,1075
2570,3359,1872
4079,60,2992
3012,2725,841
5661,580,287
4860,231,287
5512,1438,1478
3224,3351,2705
4271,2313,1622
2082,2843,557
3266,648,3692
64,123,1661
4874,1208,1109
2114,2452,479
4019,574,3391
3770,77,2493
3804,2981,2431
722,1344,1700
5248,674,3523
4403,3127,2236
5420,3126,814
2711,2915,1495
2160,2491,2499
3004,3015,2582
164,1253,2840
4215,2101,1230
1669,1751,3467
1128,2441,1642
5626,3247,803
3405,319,515
3133,3477,449
4366,1380,699
4950,2538,1893
3477,1586,2490
1627,1117,2865
4129,2467,2796
5836,423,1775
4863,1163,1036
3958,643,241
4185,378,1603
4164,138,2058
3547,2263,694
769,504,3064
1703,1707,1796
2921,2797,3304
4105,1930,3676
2677,2697,2878
2101,473,2260
3138,2016,2515
786,34,2938
2859,2262,730
4648,2483,195
2594,604,3227
1945,3479,370
3680,1221,1011
2800,3035,2555
771,154,853
3505,842,2151
2315,3681,1091
4502,3410,1175
4683,3402,2394
1742,2849,3346
750,2091,3148
2953,1364,2518
1219,2394,1594
804,835,2371
3960,2730,643
5775,2778,2164
2826,1781,1898
5352,1313,2594
2019,2306,329
2470,312,3706
221,637,2246
5745,1604,499
4591,161,1555
5783,2798,381
4678,727,1439
2601,3249,2693
3971,3057,2877
3801,116,266
4498,2491,2929
5912,603,237
3774,3144,2261
1483,3676,770
3185,2935,869
1431,485,2357
4657,73,3062
387,290,1807
1151,3157,3226
4679,1569,733
4664,1028,1247
4126,2578,2435
2950,2067,888
4609,3578,2013
5345,1601,1663
4346,3365,2320
355,2476,1091
5064,1281,356
1521,1370,1930
4873,2864,473
4473,1471,2066
1006,2705,2610
3528,1248,914
4970,2090,2722
2885,2861,1341
1874,2740,3539
582,2704,2772
6035,1703,2272
1268,2316,2507
2193,1733,2433
4746,1732,3523
1721,2858,549
5132,1560,3315
5511,60,2978
3922,3334,2144
1052,244,235
3192,1634,2379
5233,3118,1542
1560,3321,492
5318,2537,290
13,2990,2735
3556,1137,1375
5513,2213,2102
1596,1604,176
132,1934,2697
211,817,2523
5463,117,645
2675,1360,244
5065,2789,3284
2657,3640,3010
5477,1770,562
952,127,200
5890,2263,2791
2876,33,986
3179,2458,1102
5599,2602,29
3778,584,2990
2798,802,3610
18,3025,1971
2276,3157,3407
5933,2815,1553
4300,662,2705
5253,1087,343
843,2263,87
3921,1066,1571
5351,3654,320
5531,1712,127
3450,287,580
5141,2928,1015
4175,2744,1014
5286,150,1498
3565,2830,1524
1379,1324,656
2261,3238,729
1873,1339,22
783,2883,1346
4068,1174,2080
359,3479,2990
1928,1650,2037
5207,3029,959
960,2185,2538
1600,2209,2141
4788,3652,1854
1539,734,3338
2038,2882,299
626,2422,1589
3073,2182,75
3903,431,3158
264,1229,2102
4651,1707,3625
5348,235,296
1746,98,1266
1243,2031,3537
5242,192,3480
5413,2930,1688
5889,876,1016
2015,2605,3205
3548,2688,557
580,2087,3666
57,2176,602
5271,854,3412
1493,1022,129
3308,1081,1739
2158,257,2105
5635,1290,1048
395,1154,249
556,1670,2628
3503,2615,1784
821,641,2948
2153,2963,1631
5219,241,59
5357,2246,2908
2744,3146,3549
5976,108,1130
3055,1055,1888
2722,1584,527
592,2250,1400
1565,3372,21
5287,1444,199
5385,1221,172
2504,1642,1701
3107,3035,2395
2044,2617,2367
3964,726,246
4506,1327,1896
2035,3652,3246
1935,769,639
552,2196,435
1171,983,2220
1731,1594,3595
1903,1257,1896
1249,541,143
5178,101,2570
4614,1360,764
4779,3402,2685
3555,634,2005
2369,2626,764
2385,2308,1415
1639,2440,675
1764,3330,1225
3784,405,3348
2330,1733,267
2978,2681,923
5757,3321,2875
5623,2990,1287
1430,1102,3396
1544,292,3239
6016,742,3085
5363,2697,212
3316,2800,2434
603,1128,2352
942,2386,1443
3758,1672,1810
3754,2471,1855
4631,1868,2592
1274,651,3073
676,1431,1871
3008,1462,375
4536,2697,645
1849,1327,1253
2542,1413,1273
6018,3127,241
6006,3204,2447
3705,1437,515
159,166,1703
2234,2620,3486
3406,1267,2562
176,3527,583
4199,447,2855
3346,3346,1201
3373,1704,1385
4125,24,290
1258,330,39
4345,2117,3145
2126,1627,28
997,809,2827
2698,1843,2261
3099,955,464
5020,2097,1695
3152,884,3644
2099,390,1070
2940,1397,26
2592,2932,959
4991,849,299
3755,1271,11
905,355,2608
3653,1112,1816
1748,2582,549
3292,1956,3446
1168,224,3523
2703,260,2375
1059,2846,2438
3614,1794,920
5794,3605,3376
5716,2568,1385
3970,1683,1838
1686,313,3604
845,80,3062
621,1270,2445
3773,2936,2224
2622,841,2327
3140,406,2071
1714,1336,3280
5356,2241,380
3203,2907,2909
5769,1002,3335
2753,702,2091
4322,2788,2705
2390,2855,3436
596,2880,1138
3650,3604,1268
2345,842,809
4235,1465,2270
2630,3016,3104
4257,3118,2890
5524,3441,1726
916,3398,1004
4136,1517,2183
2936,2369,222
195,1275,114
2813,3154,2278
1005,1461,329
5187,3009,2057
368,2261,390
2350,755,423
6013,1631,2600
4148,682,782
3436,1095,2118
3066,2525,3682
4621,307,33
1335,73,2990
4789,943,2742
2497,408,1728
1754,3533,3069
1506,937,1431
3947,428,3078
4003,3003,753
318,1686,1642
803,2908,3023
3572,2520,2463
5742,1639,958
711,1929,2644
98,3164,654
488,2626,1630
2883,1760,2899
3019,1876,406
2156,709,1708
1433,241,3104
5157,249,3148
1159,2327,1935
2949,521,1701
1983,988,2720
5644,596,3158
4900,3284,2960
4393,605,3292
2216,3348,273
1761,640,339
5652,2940,3437
4529,335,1011
1398,1112,1202
4740,3330,1509
4485,129,2686
3537,1235,3484
3261,3134,1246
6009,557,136
5862,557,2871
1926,2830,1438
2104,359,955
5618,730,2947
1490,2317,2626
5340,100,2738
5194,1848,1556
1371,423,191
1252,2871,264
2118,3376,2745
5092,56,557
317,2287,1923
5735,1411,2143
4303,2558,44
1364,2329,532
469,2400,3598
630,2749,937
5197,1873,126
5211,1201,1221
1012,986,1316
1290,85,1294
4404,3228,249
3594,339,287
3666,375,1604
4397,2795,3652
4761,3187,129
4510,2657,129
5728,240,1189
2928,2480,473
2730,1556,477
5336,1800,2410
714,1639,2272
669,2076,675
4112,2993,2271
301,1277,287
3076,111,3208
5944,3066,3328
2233,1833,703
3908,871,361
5410,1796,3312
278,1902,2524
1312,647,1582
4362,1743,533
609,2100,3317
6034,1268,1301
1113,64,1949
5574,95,2888
4278,2892,326
2760,1936,639
476,2184,2507
5792,1524,342
4830,3477,440
5855,934,528
1347,2706,647
5300,948,3329
637,2348,2272
2646,1989,833
1058,2868,3350
3449,261,636
896,1002,1224
3588,2886,374
5006,800,3032
1971,1164,853
4564,3651,1994
2755,1439,1405
1569,1759,662
3432,937,981
1050,2839,3541
4247,2771,2567
5183,1183,2979
388,3352,3176
5283,25,2511
511,1825,1343
859,1600,3321
1198,2832,2390
4071,955,3028
610,1268,2252
1865,3098,3449
5779,1501,2443
1961,580,1303
1465,1879,2665
3667,1760,1543
2097,1185,676
2210,602,329
1548,1487,856
161,1253,3604
1148,473,2350
904,464,2216
2704,2260,726
1555,2965,2475
1770,2993,2069
1954,3465,3229
175,2564,2705
4764,2935,3429
4994,2524,1237
3240,2983,1544
4521,2971,3471
1743,1267,1299
3807,3620,3627
4831,3337,2809
3559,2335,510
1116,3074,2425
287,1969,1816
2079,2095,641
5421,565,841
4526,420,1354
644,945,1879
3789,1162,833
5262,390,173
3590,409,3635
2107,2986,582
5077,222,3650
1138,2742,2593
3746,639,394
4394,1135,1772
1503,2246,448
5055,1378,222
4262,979,1642
1462,443,1068
78,3072,2861
5843,1310,756
3351,3085,618
772,439,773
1633,290,3655
88,3041,3685
566,654,2257
2428,2923,1712
599,1114,3705
3872,1172,1671
207,269,2475
2837,3423,3235
4738,1540,639
2237,1640,2010
4963,359,194
4858,1800,2473
4304,2394,388
458,1759,845
4170,549,3556
829,412,1532
2382,2661,2920
3884,1576,1487
5506,3538,685
209,3314,3088
1385,3133,213
1701,1098,2410
1803,710,1404
5277,699,2422
3298,2394,2541
1308,1117,2223
5542,3036,2206
3150,1585,2834
2602,2939,2420
4015,1313,2664
5711,3115,3146
4923,2756,2467
3735,446,168
2564,1132,1549
4598,2862,3280
2028,2401,3385
341,1693,3460
1329,3684,1302
2663,2013,3070
2632,2717,2694
1078,954,1584
5215,3488,2058
4483,641,3053
249,53,690
1494,1062,815
4995,901,659
5306,2117,1662
5600,1426,418
1190,1394,64
5597,978,641
2820,99,408
2024,3686,2596
4383,2820,2290
1947,2239,3347
1222,135,1177
402,1519,1782
1471,3398,2761
4928,25,2438
4008,3337,3016
1043,2288,1468
5415,1553,156
4422,3115,2099
2887,1107,2507
4492,3442,3677
1904,594,1439
1448,2126,2495
2023,3543,72
5034,1835,2614
2911,1306,884
3639,26,3224
3003,3565,565
5633,2602,2450
3876,1843,3072
428,2390,1938
5071,2538,1267
76,1587,2491
3928,68,1578
5756,847,184
4343,507,745
138,1319,65
2282,1378,2147
5782,1006,995
5204,2147,3398
1769,450,3423
1930,3019,379
2816,671,2483
1469,3096,853
3180,2735,556
2757,3384,3118
2768,2560,2797
5416,278,2816
5325,2806,162
3169,3092,3581
4920,45,826
749,532,955
4432,3371,2939
976,361,2816
1657,1887,814
228,332,59
2860,1529,2608
58,1502,1413
4192,549,2880
4160,1198,2892
3956,4,1594
4988,1273,2257
5276,3585,722
5592,1112,1197
1993,3371,3536
5448,3376,2462
1500,2172,3028
3980,1820,842
915,1090,980
4466,768,251
5221,1342,821
2674,2127,700
5113,473,1809
3589,745,2109
1631,3113,913
338,1116,1216
525,310,249
4759,2135,2406
2539,765,290
6037,2897,662
125,1902,1693
4612,35,1524
1324,3528,2824
5051,3679,3446
2283,3687,2173
91,2550,726
106,1066,458
3662,939,1898
2053,2569,841
5870,2691,2530
650,435,1661
1440,1656,359
5636,1743,1965
1663,1145,6
5535,299,2107
